Scheibenname; Datum; Höhe [cm]; 
Ei_01; 20112017; 9.00
Ei_02; 20112017; 8.50
Ei_03; 20112017; 8.50
Ki_01; 20112017; 9.00
Ki_02; 20112017; 10.50
Ki_03; 20112017; 8.50
Haibu_01; 20112017; 7.5 
Haibu_02; 20112017; 8.0
Haibu_03; 20112017; 7.0
